voltage,current,power
0.0,0.387,0.0
0.09999999999999999,0.38682984094848044,0.03868298409484804
0.19999999999999998,0.3867761821962241,0.07735523643924481
0.3,0.3867224880651151,0.11601674641953452
0.39999999999999997,0.3866687936082049,0.15466751744328194
0.49999999999999994,0.3866150988011291,0.19330754940056452
0.6,0.38656140362951097,0.23193684217770658
0.7,0.38650770807838003,0.270555395654866
0.7999999999999999,0.38645401213215114,0.30916320970572087
0.8999999999999999,0.38640031577459916,0.3477602841971392
0.9999999999999999,0.3863466189888324,0.3863466189888323
1.0999999999999999,0.3862929217572657,0.42492221393299223
1.2,0.3862392240615917,0.46348706887391006
1.2999999999999998,0.38618552588275123,0.5020411836475765
1.4,0.38613182720090244,0.5405845580812634
1.4999999999999998,0.3860781279953885,0.5791171919930826
1.5999999999999999,0.38602442824470445,0.6176390851915271
1.7,0.38597072792646225,0.6561502374749858
1.7999999999999998,0.3859170270173542,0.6946506486312375
1.9,0.38586332549311575,0.7331403184369198
1.9999999999999998,0.3858096233284857,0.7716192466569712
2.0999999999999996,0.3857559204971654,0.8100874330440472
2.1999999999999997,0.3857022169717765,0.8485448773379082
2.3,0.38564851272381606,0.8869915792647769
2.4,0.38559480772361077,0.9254275385366658
2.5,0.3855411019402686,0.9638527548506715
2.5999999999999996,0.38548739534162896,1.0022672278882352
2.6999999999999997,0.38543368789421073,1.0406709573143689
2.8,0.3853799795631576,1.0790639427768411
2.9,0.3853262703121819,1.1174461839053276
2.9999999999999996,0.3852725601035059,1.1558176803105176
3.0999999999999996,0.3852188488978002,1.1941784315831805
3.1999999999999997,0.38516513665412055,1.2325284372931857
3.3,0.38511142332984116,1.2708676969884758
3.4,0.38505770888058577,1.3091962101939916
3.4999999999999996,0.3850039932601558,1.347513976410545
3.5999999999999996,0.38495027642045526,1.3858209951136389
3.6999999999999997,0.38489655831141334,1.4241172657522292
3.8,0.38484283888090276,1.4624027877474304
3.8999999999999995,0.3847891180746557,1.500677560491157
3.9999999999999996,0.3847353958361758,1.5389415833447029
4.1,0.38468167210664644,1.5771948556372504
4.199999999999999,0.3846279468248357,1.6154373766643098
4.3,0.3845742199269972,1.653669145686088
4.3999999999999995,0.38452049134676647,1.6918901619257722
4.5,0.38446676101505406,1.7301004245677434
4.6,0.384413028859933,1.7682999327556916
4.699999999999999,0.3843592948065226,1.806488685590656
4.8,0.38430555877686706,1.844666682128962
4.8999999999999995,0.38425182068980945,1.8828339213800662
5.0,0.38419808046085974,1.9209904023042987
5.1,0.38414433800205844,1.9591361238104978
5.199999999999999,0.3840905932218337,1.9972710847535349
5.3,0.38403684602485333,2.0353952839317224
5.3999999999999995,0.38398309631187005,2.073508720084098
5.499999999999999,0.3839293439795611,2.1116113918875854
5.6,0.3838755889203603,2.1497032979540176
5.699999999999999,0.38382183102228445,2.187784436827021
5.8,0.38376807016875136,2.225854806978758
5.8999999999999995,0.3837143062383916,2.26391440680651
5.999999999999999,0.3836605391048511,2.301963234629106
6.1,0.3836067686365873,2.3400012886831827
6.199999999999999,0.38355299469665555,2.378028567119264
6.3,0.38349921714248725,2.4160450679976697
6.3999999999999995,0.3834454358256594,2.45405078928422
6.499999999999999,0.3833916505916534,2.492045728845747
6.6,0.38333786127960556,2.530029884445397
6.699999999999999,0.3832840677220459,2.568003253737707
6.8,0.3832302697446271,2.605965834263464
6.8999999999999995,0.3831764671658422,2.643917623444311
6.999999999999999,0.3831226597967303,2.681858618577112
7.1,0.38306884744057074,2.719788816828052
7.199999999999999,0.3830150298925642,2.757708215226462
7.3,0.3829612069395011,2.7956168106583577
7.3999999999999995,0.38290737835941613,2.8335145998596794
7.499999999999999,0.3828535439212287,2.871401579409215
7.6,0.3827997033843689,2.909277745721204
7.699999999999999,0.3827458564983872,2.9471430950375814
7.799999999999999,0.3826920030025493,2.984997623419884
7.8999999999999995,0.3826381426254135,3.0228413267407666
7.999999999999999,0.3825842750843911,3.060674200675128
8.1,0.3825304000852886,3.0984962406908374
8.2,0.38247651732183113,3.136307442039015
8.299999999999999,0.3824226264751663,3.17410779974388
8.399999999999999,0.3823687272133478,3.211897308592121
8.5,0.3823148191907977,3.2496759631217804
8.6,0.38226090204774626,3.287443757610618
8.7,0.3822069754096499,3.325200686063954
8.799999999999999,0.3821530388865836,3.362946742201935
8.899999999999999,0.38209909207261017,3.40068191944623
9.0,0.38204513454512185,3.4384062109060967
9.1,0.38199116586415643,3.4761196093638236
9.2,0.38193718557168405,3.513822107259493
9.299999999999999,0.38188319319086567,3.5515136966750505
9.399999999999999,0.3818291882252803,3.5891943693176342
9.5,0.381775170158121,3.6268641165021496
9.6,0.38172113845135813,3.664522929133038
9.7,0.3816670925448669,3.7021707976852087
9.799999999999999,0.38161303185552115,3.7398077121841067
9.899999999999999,0.3815589557762478,3.777433662184853
10.0,0.3815048636750442,3.815048636750442
10.1,0.38145075489395397,3.8526526244289347
10.2,0.38139662874800134,3.8902456132296135
10.299999999999999,0.3813424845240818,3.927827590598042
10.399999999999999,0.38128832147980657,3.9653985433899877
10.5,0.3812341388423005,4.002958457844155
10.6,0.38117993580694975,4.040507319553667
10.7,0.38112571153609887,4.078045113436257
10.799999999999999,0.38107146515769375,4.115571823703092
10.899999999999999,0.3810171957638688,4.153087433826169
10.999999999999998,0.38096290240947694,4.190591926504245
11.1,0.3809085841105583,4.2280852836271965
11.2,0.3808542398427463,4.2655674862387585
11.299999999999999,0.38079986853960873,4.303038514497579
11.399999999999999,0.3807454690909201,4.340498347636489
11.499999999999998,0.3806910403408635,4.377946963919929
